x^3 tan(x), 
x, f(x), 
-10.0, 648.3608274590866, 
-8.0, -3481.452265072834, 
-6.0, -62.85733733910582, 
-4.0, 74.10056207037296, 
-2.0, -17.48031890609215, 
0.0, 0.0, 
2.0, -17.48031890609215, 
4.0, 74.10056207037296, 
6.0, -62.85733733910582, 
8.0, -3481.452265072834, 
